seed,execution_path,path,condition,attack,final_accuracy,final_macro_f1,final_evaluation_reward,mean_round_time_sec,total_execution_time_sec,mean_malicious_weight,final_malicious_weight,suppressed_rounds,final_10_suppressed_rounds,mean_gated_adversarial_trust,mean_B_adv,mean_R_adv
2025,ep_sdp,static_dp,adversarial,random_noise_byzantine,0.323,0.2527887255794132,-0.385,2.9915531666664417,89.74659499999325,,,0,0,,,
2025,ep_twa,twa,adversarial,random_noise_byzantine,0.9703333333333334,0.9698342225010368,2.8516666666666666,2.9839892966671564,89.5196789000147,0.1357741953184207,0.2070836722850799,0,0,0.6404482504029568,0.9998134874749528,0.2600734745342675
2025,ep_ppa,ppa,adversarial,random_noise_byzantine,0.4806666666666667,0.3252535524590741,0.4033333333333333,3.508989980000115,105.26969940000345,,,0,0,,,
2025,ep_sdp-ppa,sdp_ppa,adversarial,random_noise_byzantine,0.321,0.2474475381667365,-0.395,3.5098229633328932,105.2946888999868,,,0,0,,,
2025,ep_twa-ppa,twa_ppa,adversarial,random_noise_byzantine,0.9703333333333334,0.9698342225010368,2.8516666666666666,3.49284828333366,104.7854485000098,0.1360162225862344,0.2075079381465912,0,0,0.6406355286873034,0.999811927553413,0.2600734745342675
2025,ep_0,fedavg,adversarial,model_replacement,0.25,0.1,-0.75,2.889123466666933,86.673704000008,,,0,0,,,
2025,ep_sdp,static_dp,adversarial,model_replacement,0.625,0.5470297804711886,1.125,2.853375759999593,85.60127279998778,,,0,0,,,
2025,ep_twa,twa,adversarial,model_replacement,0.9723333333333334,0.9721597222211666,2.8616666666666672,2.853908970000339,85.61726910001016,0.04149665307874477,0.0966717973351478,0,0,0.36319599407190833,0.20871740683009188,0.34415065440709736
2025,ep_ppa,ppa,adversarial,model_replacement,0.25,0.1,-0.75,3.3654981466672327,100.96494440001698,,,0,0,,,
2025,ep_sdp-ppa,sdp_ppa,adversarial,model_replacement,0.6363333333333333,0.5549569941549282,1.1816666666666666,3.4340238699998737,103.0207160999962,,,0,0,,,
2025,ep_twa-ppa,twa_ppa,adversarial,model_replacement,0.9723333333333334,0.9721662722244024,2.8616666666666672,3.3330629899997195,99.99188969999159,0.04261370492167767,0.0964322835206985,0,0,0.36631196595178217,0.2096778604301253,0.3468943836970313
2025,ep_0,fedavg,adversarial,label_flipping,0.5296666666666666,0.4694744937577539,0.648333333333333,5.374024793333107,161.22074379999322,,,0,0,,,
2025,ep_sdp,static_dp,adversarial,label_flipping,0.5593333333333333,0.4943407764242366,0.7966666666666669,4.0296945933333825,120.89083780000146,,,0,0,,,
2025,ep_twa,twa,adversarial,label_flipping,0.9726666666666668,0.9723512654600536,2.863333333333334,2.9387677000000014,88.16303100000005,0.08755133251349129,0.083662249147892,0,0,0.501067834722774,0.32150666687328244,0.529618868741011
2025,ep_ppa,ppa,adversarial,label_flipping,0.4763333333333333,0.4236747365020368,0.3816666666666664,3.52500642333301,105.7501926999903,,,0,0,,,
2025,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,0.572,0.4990215485976789,0.8599999999999999,3.4779431166666956,104.33829350000087,,,0,0,,,
2025,ep_twa-ppa,twa_ppa,adversarial,label_flipping,0.9733333333333334,0.9730380516133784,2.866666666666667,3.4630156700000954,103.89047010000286,0.08812770098447795,0.0851306915283203,0,0,0.5018922002659422,0.3223579252158959,0.5401038965816013
2025,ep_0,fedavg,adversarial,data_poisoning,0.5223333333333333,0.4683764987185301,0.6116666666666664,2.89104293333318,86.7312879999954,,,0,0,,,
2025,ep_sdp,static_dp,adversarial,data_poisoning,0.5896666666666667,0.5138675492319752,0.9483333333333333,2.9547606099999637,88.64281829999891,,,0,0,,,
2025,ep_twa,twa,adversarial,data_poisoning,0.9693333333333334,0.9687669361192662,2.8466666666666667,2.9062060933338216,87.18618280001465,0.22379119843244552,0.2215857207775116,0,0,0.7598645881284986,0.9701810012303084,0.27460485025004555
2025,ep_ppa,ppa,adversarial,data_poisoning,0.5303333333333333,0.4739833381433884,0.6516666666666664,3.429847096666102,102.89541289998306,,,0,0,,,
2025,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,0.5803333333333334,0.5042077084059993,0.9016666666666668,3.8112213233337875,114.33663970001362,,,0,0,,,
2025,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,0.9683333333333334,0.9677322993839458,2.841666666666667,3.3855786433333077,101.56735929999923,0.22387173622846604,0.2213581800460815,0,0,0.7599387553788746,0.9702554388676953,0.27459830062934604
2025,ep_0,fedavg,adversarial,reward_poisoning,0.54,0.4830025015362664,0.7000000000000002,2.7447523233331594,82.34256969999478,,,0,0,,,
2025,ep_sdp,static_dp,adversarial,reward_poisoning,0.5496666666666666,0.4800833662729449,0.7483333333333331,2.891907376666495,86.75722129999485,,,0,0,,,
2025,ep_twa,twa,adversarial,reward_poisoning,0.965,0.96428156039739,2.825,2.8842469533334225,86.52740860000267,0.2500114798545837,0.25,0,0,0.9368021633299629,0.959221503596133,5.950771367974383e-10
2025,ep_ppa,ppa,adversarial,reward_poisoning,0.5383333333333333,0.4812098941828476,0.6916666666666664,3.279387883333402,98.38163650000206,,,0,0,,,
2025,ep_sdp-ppa,sdp_ppa,adversarial,reward_poisoning,0.5416666666666666,0.4727327722555452,0.708333333333333,3.3676555433334823,101.02966630000446,,,0,0,,,
2025,ep_twa-ppa,twa_ppa,adversarial,reward_poisoning,0.9653333333333334,0.9646333055773604,2.826666666666667,3.3199693666667978,99.59908100000393,0.2500088115533193,0.2499999701976776,0,0,0.9359751378970965,0.9593561980117966,5.956875715332557e-10
