run_id,seed,execution_path,condition,attack,rounds,num_clients,malicious_client_id,partition_hash,initial_checkpoint_hash,config_hash,status,log_path
s123_model_replacement_ppa,123,ep_ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\model_replacement\run.log
s123_model_replacement_sdp_ppa,123,ep_sdp-ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\model_replacement\run.log
s123_model_replacement_twa_ppa,123,ep_twa-ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\model_replacement\run.log
s123_label_flipping_fedavg,123,ep_0,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_label_flipping_static_dp,123,ep_sdp,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_label_flipping_twa,123,ep_twa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_label_flipping_ppa,123,ep_ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_label_flipping_sdp_ppa,123,ep_sdp-ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_label_flipping_twa_ppa,123,ep_twa-ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\label_flipping\run.log
s123_data_poisoning_fedavg,123,ep_0,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_data_poisoning_static_dp,123,ep_sdp,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_data_poisoning_twa,123,ep_twa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_data_poisoning_ppa,123,ep_ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_data_poisoning_sdp_ppa,123,ep_sdp-ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_data_poisoning_twa_ppa,123,ep_twa-ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\data_poisoning\run.log
s123_reward_poisoning_fedavg,123,ep_0,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s123_reward_poisoning_static_dp,123,ep_sdp,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s123_reward_poisoning_twa,123,ep_twa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s123_reward_poisoning_ppa,123,ep_ppa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s123_reward_poisoning_sdp_ppa,123,ep_sdp-ppa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s123_reward_poisoning_twa_ppa,123,ep_twa-ppa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,b3793247125b5c1ae7f55e436a54691b261c43ababb7cf8a45aa7ce7ae72681b,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_123\reward_poisoning\run.log
s2025_none_fedavg,2025,ep_0,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_none_static_dp,2025,ep_sdp,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_none_twa,2025,ep_twa,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_none_ppa,2025,ep_ppa,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_none_sdp_ppa,2025,ep_sdp-ppa,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_none_twa_ppa,2025,ep_twa-ppa,clean,none,30,5,,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\none\run.log
s2025_sign_flipping_fedavg,2025,ep_0,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_sign_flipping_static_dp,2025,ep_sdp,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_sign_flipping_twa,2025,ep_twa,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_sign_flipping_ppa,2025,ep_ppa,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_sign_flipping_sdp_ppa,2025,ep_sdp-ppa,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_sign_flipping_twa_ppa,2025,ep_twa-ppa,adversarial,sign_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\sign_flipping\run.log
s2025_random_noise_byzantine_fedavg,2025,ep_0,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_random_noise_byzantine_static_dp,2025,ep_sdp,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_random_noise_byzantine_twa,2025,ep_twa,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_random_noise_byzantine_ppa,2025,ep_ppa,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_random_noise_byzantine_sdp_ppa,2025,ep_sdp-ppa,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_random_noise_byzantine_twa_ppa,2025,ep_twa-ppa,adversarial,random_noise_byzantine,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\random_noise_byzantine\run.log
s2025_model_replacement_fedavg,2025,ep_0,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_model_replacement_static_dp,2025,ep_sdp,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_model_replacement_twa,2025,ep_twa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_model_replacement_ppa,2025,ep_ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_model_replacement_sdp_ppa,2025,ep_sdp-ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_model_replacement_twa_ppa,2025,ep_twa-ppa,adversarial,model_replacement,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\model_replacement\run.log
s2025_label_flipping_fedavg,2025,ep_0,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_label_flipping_static_dp,2025,ep_sdp,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_label_flipping_twa,2025,ep_twa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_label_flipping_ppa,2025,ep_ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_label_flipping_sdp_ppa,2025,ep_sdp-ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_label_flipping_twa_ppa,2025,ep_twa-ppa,adversarial,label_flipping,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\label_flipping\run.log
s2025_data_poisoning_fedavg,2025,ep_0,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_data_poisoning_static_dp,2025,ep_sdp,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_data_poisoning_twa,2025,ep_twa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_data_poisoning_ppa,2025,ep_ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_data_poisoning_sdp_ppa,2025,ep_sdp-ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_data_poisoning_twa_ppa,2025,ep_twa-ppa,adversarial,data_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\data_poisoning\run.log
s2025_reward_poisoning_fedavg,2025,ep_0,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\reward_poisoning\run.log
s2025_reward_poisoning_static_dp,2025,ep_sdp,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\reward_poisoning\run.log
s2025_reward_poisoning_twa,2025,ep_twa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\reward_poisoning\run.log
s2025_reward_poisoning_ppa,2025,ep_ppa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\reward_poisoning\run.log
s2025_reward_poisoning_sdp_ppa,2025,ep_sdp-ppa,adversarial,reward_poisoning,30,5,4,33723ea59876dbcc6067be0b5a1b3736a3f16494f4814d52c2c06cbdd8cd8693,ee61752b42d1ab9dc3bbe12acddfac5314d6f2960cbe4e8a7767e4417946e996,22dc37846e3e0377e62421871dd7e22f1a7cf66b3f9f9ad5c3cf0380c7a18450,completed,results\aligned_benchmark_official_clean_20260717\runs\seed_2025\reward_poisoning\run.log
