seed,execution_path,path,condition,attack,round,accuracy,macro_f1,evaluation_reward
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,12,0.8123333333333334,0.7992310077604758,2.0616666666666665
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,13,0.9393333333333334,0.9393542999334596,2.696666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,14,0.9083333333333332,0.9078626718101154,2.541666666666666
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,15,0.904,0.9010058565061666,2.5200000000000005
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,16,0.7493333333333333,0.7338485080093183,1.7466666666666666
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,17,0.7183333333333334,0.6894795756871032,1.5916666666666668
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,18,0.6633333333333333,0.6372082835219676,1.3166666666666664
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,19,0.5713333333333334,0.4968543636014031,0.8566666666666669
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,20,0.4863333333333333,0.43705925251594,0.43166666666666664
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,21,0.7093333333333334,0.7040999944704324,1.5466666666666669
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,22,0.6496666666666666,0.6501799509788924,1.248333333333333
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,23,0.5416666666666666,0.4481118657918788,0.708333333333333
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,24,0.7013333333333334,0.668707019730839,1.5066666666666668
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,25,0.7113333333333334,0.6889052140486511,1.5566666666666666
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,26,0.4146666666666667,0.3823506769226415,0.07333333333333325
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,27,0.4466666666666666,0.3892715631774516,0.23333333333333295
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,28,0.465,0.4310957950338861,0.3250000000000002
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,29,0.4223333333333333,0.3540937055703104,0.11166666666666636
42,ep_sdp-ppa,sdp_ppa,adversarial,label_flipping,30,0.4593333333333333,0.413086899709415,0.2966666666666664
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,1,0.952,0.952401449235759,2.76
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,2,0.9456666666666668,0.9464817543468036,2.7283333333333335
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,3,0.95,0.950561451009891,2.75
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,4,0.968,0.968063131043806,2.84
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,5,0.9783333333333334,0.9782404720303186,2.8916666666666666
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,6,0.976,0.9757275144072712,2.88
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,7,0.9733333333333334,0.972950256777636,2.866666666666667
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,8,0.971,0.9705255459273766,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,9,0.9706666666666668,0.9701565039163826,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,10,0.965,0.96421451532863,2.825
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,11,0.967,0.9663333114759882,2.835
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,12,0.9686666666666668,0.9680824208996868,2.8433333333333337
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,13,0.9683333333333334,0.9677395539241171,2.841666666666667
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,14,0.971,0.970523827373029,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,15,0.97,0.9694789243567068,2.8499999999999996
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,16,0.971,0.9705259556419684,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,17,0.971,0.9705259556419684,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,18,0.971,0.9705259556419684,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,19,0.9713333333333334,0.9708791147276324,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,20,0.972,0.9715645714725732,2.8599999999999994
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,21,0.9713333333333334,0.9708791147276324,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,22,0.9706666666666668,0.9701755793841972,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,23,0.9706666666666668,0.9701755793841972,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,24,0.9713333333333334,0.9708609002672554,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,25,0.9706666666666668,0.970163172793912,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,26,0.9713333333333334,0.9708515865796384,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,27,0.973,0.9725844101153274,2.865
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,28,0.972,0.9715398932295952,2.8599999999999994
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,29,0.9696666666666668,0.9691562881857976,2.8483333333333336
42,ep_twa-ppa,twa_ppa,adversarial,label_flipping,30,0.9673333333333334,0.9668367250959043,2.836666666666667
42,ep_0,fedavg,adversarial,data_poisoning,1,0.943,0.944006018003096,2.715
42,ep_0,fedavg,adversarial,data_poisoning,2,0.9406666666666668,0.9417903780057127,2.703333333333334
42,ep_0,fedavg,adversarial,data_poisoning,3,0.9493333333333334,0.9499687149260068,2.746666666666667
42,ep_0,fedavg,adversarial,data_poisoning,4,0.9563333333333334,0.95668984771442,2.781666666666667
42,ep_0,fedavg,adversarial,data_poisoning,5,0.9756666666666668,0.9756316602211484,2.878333333333334
42,ep_0,fedavg,adversarial,data_poisoning,6,0.9756666666666668,0.9753587444800236,2.878333333333334
42,ep_0,fedavg,adversarial,data_poisoning,7,0.972,0.97155952211138,2.8599999999999994
42,ep_0,fedavg,adversarial,data_poisoning,8,0.972,0.9715611463129658,2.8599999999999994
42,ep_0,fedavg,adversarial,data_poisoning,9,0.9673333333333334,0.9666739807484626,2.836666666666667
42,ep_0,fedavg,adversarial,data_poisoning,10,0.9703333333333334,0.9698069006946486,2.8516666666666666
42,ep_0,fedavg,adversarial,data_poisoning,11,0.9736666666666668,0.973275487012118,2.868333333333334
42,ep_0,fedavg,adversarial,data_poisoning,12,0.9716666666666668,0.9711903061133648,2.8583333333333343
42,ep_0,fedavg,adversarial,data_poisoning,13,0.9683333333333334,0.9677239919408523,2.841666666666667
42,ep_0,fedavg,adversarial,data_poisoning,14,0.9686666666666668,0.9680959438278124,2.8433333333333337
42,ep_0,fedavg,adversarial,data_poisoning,15,0.9606666666666668,0.9599505226035416,2.8033333333333337
42,ep_0,fedavg,adversarial,data_poisoning,16,0.9473333333333334,0.946718684530975,2.7366666666666664
42,ep_0,fedavg,adversarial,data_poisoning,17,0.9613333333333334,0.9605718769177904,2.8066666666666666
42,ep_0,fedavg,adversarial,data_poisoning,18,0.9366666666666666,0.9360617321823744,2.6833333333333336
42,ep_0,fedavg,adversarial,data_poisoning,19,0.963,0.9627749439500672,2.8149999999999995
42,ep_0,fedavg,adversarial,data_poisoning,20,0.9646666666666668,0.9645134885880918,2.823333333333334
42,ep_0,fedavg,adversarial,data_poisoning,21,0.9416666666666668,0.941251868936649,2.708333333333334
42,ep_0,fedavg,adversarial,data_poisoning,22,0.9523333333333334,0.9520675960273036,2.7616666666666667
42,ep_0,fedavg,adversarial,data_poisoning,23,0.9123333333333332,0.9151144165679252,2.5616666666666656
42,ep_0,fedavg,adversarial,data_poisoning,24,0.4696666666666667,0.3970704473161662,0.3483333333333336
42,ep_0,fedavg,adversarial,data_poisoning,25,0.7286666666666667,0.7193021701983964,1.6433333333333335
42,ep_0,fedavg,adversarial,data_poisoning,26,0.7893333333333333,0.7780119548322578,1.9466666666666668
42,ep_0,fedavg,adversarial,data_poisoning,27,0.965,0.965016917668054,2.825
42,ep_0,fedavg,adversarial,data_poisoning,28,0.942,0.9424988780366118,2.71
42,ep_0,fedavg,adversarial,data_poisoning,29,0.5256666666666666,0.4753015344483761,0.628333333333333
42,ep_0,fedavg,adversarial,data_poisoning,30,0.6093333333333333,0.6152245850878196,1.0466666666666664
42,ep_sdp,static_dp,adversarial,data_poisoning,1,0.4706666666666667,0.4146408949049417,0.3533333333333335
42,ep_sdp,static_dp,adversarial,data_poisoning,2,0.8673333333333333,0.869777775539393,2.336666666666666
42,ep_sdp,static_dp,adversarial,data_poisoning,3,0.9053333333333332,0.9004583310818098,2.5266666666666664
42,ep_sdp,static_dp,adversarial,data_poisoning,4,0.9393333333333334,0.9401046210645408,2.696666666666667
42,ep_sdp,static_dp,adversarial,data_poisoning,5,0.9223333333333332,0.9236671281728084,2.6116666666666664
42,ep_sdp,static_dp,adversarial,data_poisoning,6,0.9206666666666666,0.9199646483353806,2.6033333333333335
42,ep_sdp,static_dp,adversarial,data_poisoning,7,0.9463333333333334,0.9460113774895634,2.7316666666666665
42,ep_sdp,static_dp,adversarial,data_poisoning,8,0.928,0.9280152568126888,2.6400000000000006
42,ep_sdp,static_dp,adversarial,data_poisoning,9,0.96,0.9596235255312592,2.8
42,ep_sdp,static_dp,adversarial,data_poisoning,10,0.9406666666666668,0.9393169990314788,2.703333333333334
42,ep_sdp,static_dp,adversarial,data_poisoning,11,0.9453333333333334,0.9436168387393268,2.7266666666666666
42,ep_sdp,static_dp,adversarial,data_poisoning,12,0.827,0.8146147510174795,2.135
42,ep_sdp,static_dp,adversarial,data_poisoning,13,0.9433333333333334,0.9431570902979308,2.716666666666667
42,ep_sdp,static_dp,adversarial,data_poisoning,14,0.9603333333333334,0.9603958942671698,2.8016666666666667
42,ep_sdp,static_dp,adversarial,data_poisoning,15,0.929,0.9269826057051496,2.6450000000000005
42,ep_sdp,static_dp,adversarial,data_poisoning,16,0.7756666666666666,0.7694341157911428,1.878333333333333
42,ep_sdp,static_dp,adversarial,data_poisoning,17,0.7236666666666667,0.7020586461170113,1.6183333333333332
42,ep_sdp,static_dp,adversarial,data_poisoning,18,0.6973333333333334,0.6795968118877782,1.4866666666666668
42,ep_sdp,static_dp,adversarial,data_poisoning,19,0.6216666666666667,0.5575254820880503,1.1083333333333334
42,ep_sdp,static_dp,adversarial,data_poisoning,20,0.489,0.4629256248451325,0.44499999999999984
42,ep_sdp,static_dp,adversarial,data_poisoning,21,0.714,0.7092556578013424,1.5699999999999998
42,ep_sdp,static_dp,adversarial,data_poisoning,22,0.6213333333333333,0.6248312810550625,1.1066666666666665
42,ep_sdp,static_dp,adversarial,data_poisoning,23,0.5803333333333334,0.4959835598011579,0.9016666666666668
42,ep_sdp,static_dp,adversarial,data_poisoning,24,0.7456666666666667,0.7329076096071784,1.7283333333333335
42,ep_sdp,static_dp,adversarial,data_poisoning,25,0.7856666666666666,0.7766793263605177,1.9283333333333332
42,ep_sdp,static_dp,adversarial,data_poisoning,26,0.6263333333333333,0.6097708264686446,1.1316666666666664
42,ep_sdp,static_dp,adversarial,data_poisoning,27,0.6883333333333334,0.68860486969307,1.4416666666666669
42,ep_sdp,static_dp,adversarial,data_poisoning,28,0.4703333333333333,0.440981050467714,0.35166666666666657
42,ep_sdp,static_dp,adversarial,data_poisoning,29,0.7033333333333334,0.688030426136382,1.5166666666666666
42,ep_sdp,static_dp,adversarial,data_poisoning,30,0.619,0.5820064345378697,1.0949999999999998
42,ep_twa,twa,adversarial,data_poisoning,1,0.9453333333333334,0.946162094301604,2.7266666666666666
42,ep_twa,twa,adversarial,data_poisoning,2,0.943,0.9440160020203104,2.715
42,ep_twa,twa,adversarial,data_poisoning,3,0.949,0.9496148247588844,2.745
42,ep_twa,twa,adversarial,data_poisoning,4,0.956,0.9563513011761536,2.7799999999999994
42,ep_twa,twa,adversarial,data_poisoning,5,0.9756666666666668,0.9756316602211484,2.878333333333334
42,ep_twa,twa,adversarial,data_poisoning,6,0.9756666666666668,0.9753629806881536,2.878333333333334
42,ep_twa,twa,adversarial,data_poisoning,7,0.9723333333333334,0.9719040734413056,2.8616666666666672
42,ep_twa,twa,adversarial,data_poisoning,8,0.972,0.9715611463129658,2.8599999999999994
42,ep_twa,twa,adversarial,data_poisoning,9,0.972,0.97154011157353,2.8599999999999994
42,ep_twa,twa,adversarial,data_poisoning,10,0.97,0.9694602869462596,2.8499999999999996
42,ep_twa,twa,adversarial,data_poisoning,11,0.9686666666666668,0.9680772855514768,2.8433333333333337
42,ep_twa,twa,adversarial,data_poisoning,12,0.9696666666666668,0.9691272405693652,2.8483333333333336
42,ep_twa,twa,adversarial,data_poisoning,13,0.9696666666666668,0.9691344984521348,2.8483333333333336
42,ep_twa,twa,adversarial,data_poisoning,14,0.9713333333333334,0.9708653509939636,2.8566666666666674
42,ep_twa,twa,adversarial,data_poisoning,15,0.9703333333333334,0.9698301180210648,2.8516666666666666
42,ep_twa,twa,adversarial,data_poisoning,16,0.9706666666666668,0.9701805421968968,2.8533333333333335
42,ep_twa,twa,adversarial,data_poisoning,17,0.9703333333333334,0.9698301180210648,2.8516666666666666
42,ep_twa,twa,adversarial,data_poisoning,18,0.9706666666666668,0.9701805421968968,2.8533333333333335
42,ep_twa,twa,adversarial,data_poisoning,19,0.971,0.9705290020738202,2.8549999999999995
42,ep_twa,twa,adversarial,data_poisoning,20,0.972,0.9715803060531988,2.8599999999999994
42,ep_twa,twa,adversarial,data_poisoning,21,0.971,0.9705538421643588,2.8549999999999995
42,ep_twa,twa,adversarial,data_poisoning,22,0.97,0.969499562697246,2.8499999999999996
42,ep_twa,twa,adversarial,data_poisoning,23,0.9696666666666668,0.9691486085127776,2.8483333333333336
42,ep_twa,twa,adversarial,data_poisoning,24,0.97,0.969499562697246,2.8499999999999996
42,ep_twa,twa,adversarial,data_poisoning,25,0.97,0.9694937837858724,2.8499999999999996
42,ep_twa,twa,adversarial,data_poisoning,26,0.9713333333333334,0.9708894282491268,2.8566666666666674
42,ep_twa,twa,adversarial,data_poisoning,27,0.9723333333333334,0.971922338357525,2.8616666666666672
42,ep_twa,twa,adversarial,data_poisoning,28,0.9713333333333334,0.9708832121770596,2.8566666666666674
42,ep_twa,twa,adversarial,data_poisoning,29,0.9713333333333334,0.9708670511300356,2.8566666666666674
42,ep_twa,twa,adversarial,data_poisoning,30,0.971,0.9705190667451632,2.8549999999999995
42,ep_ppa,ppa,adversarial,data_poisoning,1,0.943,0.944006018003096,2.715
42,ep_ppa,ppa,adversarial,data_poisoning,2,0.9406666666666668,0.9417903780057127,2.703333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,3,0.9493333333333334,0.9499687149260068,2.746666666666667
42,ep_ppa,ppa,adversarial,data_poisoning,4,0.9563333333333334,0.95668984771442,2.781666666666667
42,ep_ppa,ppa,adversarial,data_poisoning,5,0.9756666666666668,0.9756316602211484,2.878333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,6,0.9756666666666668,0.9753587444800236,2.878333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,7,0.972,0.97155952211138,2.8599999999999994
42,ep_ppa,ppa,adversarial,data_poisoning,8,0.972,0.9715611463129658,2.8599999999999994
42,ep_ppa,ppa,adversarial,data_poisoning,9,0.9673333333333334,0.9666739807484626,2.836666666666667
42,ep_ppa,ppa,adversarial,data_poisoning,10,0.9703333333333334,0.9698069006946486,2.8516666666666666
42,ep_ppa,ppa,adversarial,data_poisoning,11,0.9736666666666668,0.973275487012118,2.868333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,12,0.9716666666666668,0.9711903061133648,2.8583333333333343
42,ep_ppa,ppa,adversarial,data_poisoning,13,0.9686666666666668,0.9680713838626548,2.8433333333333337
42,ep_ppa,ppa,adversarial,data_poisoning,14,0.9686666666666668,0.9680959438278124,2.8433333333333337
42,ep_ppa,ppa,adversarial,data_poisoning,15,0.9616666666666668,0.960982709419465,2.8083333333333336
42,ep_ppa,ppa,adversarial,data_poisoning,16,0.9486666666666668,0.94809216857685,2.743333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,17,0.962,0.9612266280064854,2.8099999999999996
42,ep_ppa,ppa,adversarial,data_poisoning,18,0.9393333333333334,0.9388476855170996,2.696666666666667
42,ep_ppa,ppa,adversarial,data_poisoning,19,0.9623333333333334,0.962098175164547,2.8116666666666665
42,ep_ppa,ppa,adversarial,data_poisoning,20,0.964,0.9638218635241514,2.8200000000000003
42,ep_ppa,ppa,adversarial,data_poisoning,21,0.943,0.94262255693773,2.715
42,ep_ppa,ppa,adversarial,data_poisoning,22,0.9536666666666668,0.9533439386380184,2.7683333333333335
42,ep_ppa,ppa,adversarial,data_poisoning,23,0.914,0.9166526441164684,2.5700000000000003
42,ep_ppa,ppa,adversarial,data_poisoning,24,0.472,0.3994646923932318,0.3599999999999999
42,ep_ppa,ppa,adversarial,data_poisoning,25,0.7426666666666667,0.7318103253488717,1.7133333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,26,0.791,0.7789795725187665,1.955
42,ep_ppa,ppa,adversarial,data_poisoning,27,0.9756666666666668,0.9755535416984322,2.878333333333334
42,ep_ppa,ppa,adversarial,data_poisoning,28,0.9423333333333334,0.9427359733227616,2.711666666666667
42,ep_ppa,ppa,adversarial,data_poisoning,29,0.5363333333333333,0.4876390694910922,0.6816666666666666
42,ep_ppa,ppa,adversarial,data_poisoning,30,0.6276666666666667,0.6350169618186763,1.1383333333333336
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,1,0.4706666666666667,0.4146408949049417,0.3533333333333335
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,2,0.8673333333333333,0.869777775539393,2.336666666666666
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,3,0.9053333333333332,0.9004583310818098,2.5266666666666664
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,4,0.9393333333333334,0.9401046210645408,2.696666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,5,0.9223333333333332,0.9236671281728084,2.6116666666666664
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,6,0.9206666666666666,0.9199646483353806,2.6033333333333335
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,7,0.9463333333333334,0.9460113774895634,2.7316666666666665
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,8,0.928,0.9280152568126888,2.6400000000000006
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,9,0.96,0.9596235255312592,2.8
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,10,0.9403333333333334,0.9389532953297288,2.701666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,11,0.9466666666666668,0.944973392395269,2.7333333333333343
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,12,0.8273333333333334,0.8149568980745749,2.1366666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,13,0.9433333333333334,0.9431570902979308,2.716666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,14,0.9603333333333334,0.9603958942671698,2.8016666666666667
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,15,0.929,0.9269826057051496,2.6450000000000005
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,16,0.7763333333333333,0.7701388410028602,1.8816666666666668
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,17,0.7233333333333334,0.7012324437661881,1.6166666666666671
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,18,0.697,0.6788680523002298,1.4849999999999999
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,19,0.6186666666666667,0.5542046924321166,1.0933333333333337
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,20,0.4883333333333333,0.4607210267604957,0.44166666666666643
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,21,0.717,0.7123420850911422,1.585
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,22,0.6156666666666667,0.6175234074817058,1.0783333333333336
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,23,0.584,0.4992921580338593,0.9199999999999999
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,24,0.748,0.7357312354686926,1.7400000000000002
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,25,0.7836666666666666,0.7749787795487467,1.918333333333333
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,26,0.7133333333333334,0.7136267268805696,1.5666666666666669
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,27,0.681,0.6823046177609269,1.4050000000000002
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,28,0.4683333333333333,0.4369976999676617,0.3416666666666668
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,29,0.6873333333333334,0.6658412739191062,1.4366666666666665
42,ep_sdp-ppa,sdp_ppa,adversarial,data_poisoning,30,0.6186666666666667,0.5813278553330445,1.0933333333333337
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,1,0.9453333333333334,0.946162094301604,2.7266666666666666
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,2,0.943,0.9440160020203104,2.715
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,3,0.949,0.9496148247588844,2.745
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,4,0.956,0.9563513011761536,2.7799999999999994
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,5,0.9756666666666668,0.9756316602211484,2.878333333333334
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,6,0.9756666666666668,0.9753629806881536,2.878333333333334
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,7,0.9723333333333334,0.9719040734413056,2.8616666666666672
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,8,0.972,0.9715611463129658,2.8599999999999994
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,9,0.972,0.97154011157353,2.8599999999999994
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,10,0.97,0.9694602869462596,2.8499999999999996
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,11,0.9686666666666668,0.9680772855514768,2.8433333333333337
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,12,0.9696666666666668,0.9691272405693652,2.8483333333333336
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,13,0.9696666666666668,0.969129121957835,2.8483333333333336
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,14,0.9713333333333334,0.9708653509939636,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,15,0.9703333333333334,0.9698301180210648,2.8516666666666666
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,16,0.9706666666666668,0.9701805421968968,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,17,0.9703333333333334,0.9698301180210648,2.8516666666666666
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,18,0.9706666666666668,0.9701805421968968,2.8533333333333335
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,19,0.971,0.970534590873862,2.8549999999999995
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,20,0.972,0.9715803060531988,2.8599999999999994
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,21,0.9713333333333334,0.9709031041645616,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,22,0.97,0.969499562697246,2.8499999999999996
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,23,0.9696666666666668,0.9691486085127776,2.8483333333333336
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,24,0.97,0.969499562697246,2.8499999999999996
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,25,0.97,0.9694937837858724,2.8499999999999996
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,26,0.9713333333333334,0.9708894282491268,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,27,0.9723333333333334,0.971922338357525,2.8616666666666672
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,28,0.9713333333333334,0.9708832121770596,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,29,0.9713333333333334,0.9708670511300356,2.8566666666666674
42,ep_twa-ppa,twa_ppa,adversarial,data_poisoning,30,0.971,0.9705190667451632,2.8549999999999995
42,ep_0,fedavg,adversarial,reward_poisoning,1,0.9433333333333334,0.9443187038993912,2.716666666666667
42,ep_0,fedavg,adversarial,reward_poisoning,2,0.9436666666666668,0.944789207841202,2.7183333333333337
42,ep_0,fedavg,adversarial,reward_poisoning,3,0.95,0.950634838914623,2.75
42,ep_0,fedavg,adversarial,reward_poisoning,4,0.9613333333333334,0.9616567331377468,2.8066666666666666
42,ep_0,fedavg,adversarial,reward_poisoning,5,0.977,0.9769810684633252,2.885
42,ep_0,fedavg,adversarial,reward_poisoning,6,0.98,0.9798278663140134,2.9000000000000004
42,ep_0,fedavg,adversarial,reward_poisoning,7,0.9776666666666668,0.9774092201842156,2.8883333333333336
42,ep_0,fedavg,adversarial,reward_poisoning,8,0.9733333333333334,0.9729404563936248,2.866666666666667
42,ep_0,fedavg,adversarial,reward_poisoning,9,0.9673333333333334,0.9666739657292932,2.836666666666667
42,ep_0,fedavg,adversarial,reward_poisoning,10,0.9713333333333334,0.97085130549737,2.8566666666666674
42,ep_0,fedavg,adversarial,reward_poisoning,11,0.972,0.9715421087153135,2.8599999999999994
42,ep_0,fedavg,adversarial,reward_poisoning,12,0.971,0.9704973346231518,2.8549999999999995
42,ep_0,fedavg,adversarial,reward_poisoning,13,0.9686666666666668,0.9680816617449742,2.8433333333333337
42,ep_0,fedavg,adversarial,reward_poisoning,14,0.9653333333333334,0.9647781928673548,2.826666666666667
42,ep_0,fedavg,adversarial,reward_poisoning,15,0.9556666666666668,0.9551949769158516,2.778333333333334
42,ep_0,fedavg,adversarial,reward_poisoning,16,0.9476666666666668,0.9471622987407778,2.738333333333334
42,ep_0,fedavg,adversarial,reward_poisoning,17,0.953,0.9523564182788292,2.7649999999999997
42,ep_0,fedavg,adversarial,reward_poisoning,18,0.9333333333333332,0.9331042533942674,2.666666666666666
42,ep_0,fedavg,adversarial,reward_poisoning,19,0.964,0.9638862657857624,2.8200000000000003
42,ep_0,fedavg,adversarial,reward_poisoning,20,0.9676666666666668,0.9675769997440196,2.838333333333334
42,ep_0,fedavg,adversarial,reward_poisoning,21,0.9456666666666668,0.9455418954406772,2.7283333333333335
42,ep_0,fedavg,adversarial,reward_poisoning,22,0.9446666666666668,0.9451195323181182,2.7233333333333336
42,ep_0,fedavg,adversarial,reward_poisoning,23,0.8786666666666667,0.8843026341061684,2.3933333333333335
42,ep_0,fedavg,adversarial,reward_poisoning,24,0.6363333333333333,0.5847780213553436,1.1816666666666666
42,ep_0,fedavg,adversarial,reward_poisoning,25,0.7403333333333333,0.7354045422446105,1.7016666666666662
42,ep_0,fedavg,adversarial,reward_poisoning,26,0.897,0.8992956362777604,2.4850000000000003
42,ep_0,fedavg,adversarial,reward_poisoning,27,0.8223333333333334,0.8130172698800016,2.1116666666666664
42,ep_0,fedavg,adversarial,reward_poisoning,28,0.8916666666666667,0.8929606906679501,2.458333333333334
42,ep_0,fedavg,adversarial,reward_poisoning,29,0.623,0.629605672415145,1.1150000000000002
